-2.1950000E-1	4.8331976E-2
-2.1925000E-1	-4.6529770E-2
-2.1900000E-1	1.7481416E-1
-2.1875000E-1	-3.0719399E-2
-2.1850000E-1	4.8331976E-2
-2.1825000E-1	-4.6529770E-2
-2.1800000E-1	1.7481416E-1
-2.1775000E-1	-3.0719399E-2
-2.1750000E-1	3.2521725E-2
-2.1725000E-1	-3.0719399E-2
-2.1700000E-1	1.7481416E-1
-2.1675000E-1	-3.0719399E-2
-2.1650000E-1	3.2521725E-2
-2.1625000E-1	-3.0719399E-2
-2.1600000E-1	1.7481416E-1
-2.1575000E-1	-3.0719399E-2
-2.1550000E-1	4.8331976E-2
-2.1525000E-1	-3.0719399E-2
-2.1500000E-1	1.7481416E-1
-2.1475000E-1	-3.0719399E-2
-2.1450000E-1	3.2521725E-2
-2.1425000E-1	-3.0719399E-2
-2.1400000E-1	1.9062448E-1
-2.1375000E-1	-3.0719399E-2
-2.1350000E-1	4.8331976E-2
-2.1325000E-1	-3.0719399E-2
-2.1300000E-1	1.7481416E-1
-2.1275000E-1	-3.0719399E-2
-2.1250000E-1	4.8331976E-2
-2.1225000E-1	-3.0719399E-2
-2.1200000E-1	1.7481416E-1
-2.1175000E-1	-4.6529770E-2
-2.1150000E-1	3.2521725E-2
-2.1125000E-1	-3.0719399E-2
-2.1100000E-1	1.5900391E-1
-2.1075000E-1	-3.0719399E-2
-2.1050000E-1	4.8331976E-2
-2.1025000E-1	-3.0719399E-2
-2.1000000E-1	1.7481416E-1
-2.0975000E-1	-3.0719399E-2
-2.0950000E-1	3.2521725E-2
-2.0925000E-1	-3.0719399E-2
-2.0900000E-1	1.5900391E-1
-2.0875000E-1	-3.0719399E-2
-2.0850000E-1	3.2521725E-2
-2.0825000E-1	-3.0719399E-2
-2.0800000E-1	1.7481416E-1
-2.0775000E-1	-3.0719399E-2
-2.0750000E-1	4.8331976E-2
-2.0725000E-1	-3.0719399E-2
-2.0700000E-1	1.7481416E-1
-2.0675000E-1	-3.0719399E-2
-2.0650000E-1	3.2521725E-2
-2.0625000E-1	-3.0719399E-2
-2.0600000E-1	1.7481416E-1
-2.0575000E-1	-3.0719399E-2
-2.0550000E-1	4.8331976E-2
-2.0525000E-1	-3.0719399E-2
-2.0500000E-1	1.7481416E-1
-2.0475000E-1	-3.0719399E-2
-2.0450000E-1	4.8331976E-2
-2.0425000E-1	-3.0719399E-2
-2.0400000E-1	1.7481416E-1
-2.0375000E-1	-3.0719399E-2
-2.0350000E-1	3.2521725E-2
-2.0325000E-1	-3.0719399E-2
-2.0300000E-1	1.7481416E-1
-2.0275000E-1	-3.0719399E-2
-2.0250000E-1	4.8331976E-2
-2.0225000E-1	-4.6529770E-2
-2.0200000E-1	1.9062448E-1
-2.0175000E-1	-3.0719399E-2
-2.0150000E-1	3.2521725E-2
-2.0125000E-1	-3.0719399E-2
-2.0100000E-1	1.7481416E-1
-2.0075000E-1	-3.0719399E-2
-2.0050000E-1	4.8331976E-2
-2.0025000E-1	-3.0719399E-2
-2.0000000E-1	1.7481416E-1
-1.9975000E-1	-3.0719399E-2
-1.9950000E-1	4.8331976E-2
-1.9925000E-1	-3.0719399E-2
-1.9900000E-1	1.7481416E-1
-1.9875000E-1	-3.0719399E-2
-1.9850000E-1	3.2521725E-2
-1.9825000E-1	-4.6529770E-2
-1.9800000E-1	1.7481416E-1
-1.9775000E-1	-3.0719399E-2
-1.9750000E-1	4.8331976E-2
-1.9725000E-1	-3.0719399E-2
-1.9700000E-1	1.9062448E-1
-1.9675000E-1	-3.0719399E-2
-1.9650000E-1	4.8331976E-2
-1.9625000E-1	-3.0719399E-2
-1.9600000E-1	1.7481416E-1
-1.9575000E-1	-4.6529770E-2
-1.9550000E-1	4.8331976E-2
-1.9525000E-1	-4.6529770E-2
-1.9500000E-1	1.7481416E-1
-1.9475000E-1	-3.0719399E-2
-1.9450000E-1	3.2521725E-2
-1.9425000E-1	-3.0719399E-2
-1.9400000E-1	1.7481416E-1
-1.9375000E-1	-3.0719399E-2
-1.9350000E-1	3.2521725E-2
-1.9325000E-1	-3.0719399E-2
-1.9300000E-1	1.7481416E-1
-1.9275000E-1	-3.0719399E-2
-1.9250000E-1	4.8331976E-2
-1.9225000E-1	-4.6529770E-2
-1.9200000E-1	1.7481416E-1
-1.9175000E-1	-3.0719399E-2
-1.9150000E-1	3.2521725E-2
-1.9125000E-1	-3.0719399E-2
-1.9100000E-1	1.7481416E-1
-1.9075000E-1	-3.0719399E-2
-1.9050000E-1	4.8331976E-2
-1.9025000E-1	-3.0719399E-2
-1.9000000E-1	1.7481416E-1
-1.8975000E-1	-3.0719399E-2
-1.8950000E-1	4.8331976E-2
-1.8925000E-1	-3.0719399E-2
-1.8900000E-1	1.7481416E-1
-1.8875000E-1	-3.0719399E-2
-1.8850000E-1	4.8331976E-2
-1.8825000E-1	-3.0719399E-2
-1.8800000E-1	1.7481416E-1
-1.8775000E-1	-3.0719399E-2
-1.8750000E-1	3.2521725E-2
-1.8725000E-1	-4.6529770E-2
-1.8700000E-1	1.7481416E-1
-1.8675000E-1	-3.0719399E-2
-1.8650000E-1	3.2521725E-2
-1.8625000E-1	-3.0719399E-2
-1.8600000E-1	1.7481416E-1
-1.8575000E-1	-3.0719399E-2
-1.8550000E-1	4.8331976E-2
-1.8525000E-1	-4.6529770E-2
-1.8500000E-1	1.7481416E-1
-1.8475000E-1	-3.0719399E-2
-1.8450000E-1	4.8331976E-2
-1.8425000E-1	-4.6529770E-2
-1.8400000E-1	1.7481416E-1
-1.8375000E-1	-3.0719399E-2
-1.8350000E-1	4.8331976E-2
-1.8325000E-1	-3.0719399E-2
-1.8300000E-1	1.7481416E-1
-1.8275000E-1	-3.0719399E-2
